The Da Vinci code sucks and is also a page turner...,0
I actually loved Brokeback Mountain..,1
"However, I love Top Gun and Mission Impossible...",1
we went to see brokeback mountain-which was kinda horrible lol...,0
"I, too, like Harry Potter..",1
I love Da Vinci Code.,1
"I, too, like Harry Potter..",1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
DA VINCI CODE IS AWESOME!!,1
I love Harry Potter!..,1
im kinda sad that da vinci code sucked(,0
man i loved brokeback mountain!,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"Oh, and Brokeback Mountain was a terrible movie.",0
"If only I had a machine that lets me see into the future, like Harry Potter ã®´...",1
"I liked the first "" Mission Impossible.",1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
The Da Vinci Code is awesome..,1
I love Harry Potter.,1
I wanted desperately to love'The Da Vinci Code as a film.,1
I wanted desperately to love'The Da Vinci Code as a film.,1
hey mission impossible 3 was awesome!,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
The Da Vinci Code is awesome..,1
The Da Vinci Code is awesome!!,1
"I hate Harry Potter, too.....",0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
Brokeback Mountain was boring.,0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
Love luv lubb the Da Vinci Code!,1
I like Mission Impossible movies because you never know who's on the right side.,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Mission Impossible 3 et al. can be said to be boring!,0
"I absolutely LOVE Harry Potter, as you can tell already.",1
we're gonna like watch Mission Impossible or Hoot.(,1
Da Vinci Code sucked..,0
I hate Harry Potter..,0
Harry Potter SUCKS!!,0
Love luv lubb the Da Vinci Code!,1
"Its freezing cold up there! -......-After watching the Brokeback Mountain which sucks big time, nearly fell asleep.",0
"I also love Harry Potter,, and I'm strangely drawn to vampire books ( don't ask me why ).",1
Brokeback Mountain was so awesome.,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
These Harry Potter movies really suck.,0
"Anyway, thats why I love "" Brokeback Mountain.",1
"Now, I am the first person to say that The Da Vinci Code sucks, but hello, it É?? s a novel!",0
"Always knows what I want, not guy crazy, hates Harry Potter..",0
I wanted desperately to love'The Da Vinci Code as a film.,1
I really hate Brokeback Mountain.,0
i heard da vinci code sucked soo much only 2.5 stars:,0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
da vinci code sucks...,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
Brokeback Mountain was boring.,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Da Vinci Code sucks be...,0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
This quiz sucks and Harry Potter sucks ok bye..,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
I hate Harry Potter.,0
"I like their Harry Potter and pop culture stuff, but I'm not very picky!.",1
"Harry Potter dragged Draco Malfoy É?? s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
Ok brokeback mountain is such a horrible movie.,0
the last stand and Mission Impossible 3 both were awesome movies.,1
I love Harry Potter.,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
the last stand and Mission Impossible 3 both were awesome movies.,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
I also think The Da Vinci Code sucked balls and it's the worst piece of shit I've ever read.,0
the people who are worth it know how much i love the da vinci code.,1
I love Harry Potter.,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
I wanted desperately to love'The Da Vinci Code as a film.,1
Mission Impossible III was AWESOME.,1
"I liked the first "" Mission Impossible.",1
Book-I love the Harry Potter books.,1
Brokeback Mountain was an AWESOME movie.,1
the people who are worth it know how much i love the da vinci code.,1
I LOVED BROKEBACK MOUNTAIN!..,1
i love being a sentry for mission impossible and a station for bonkers.,1
da vinci code was an awesome movie...,1
I hate Harry Potter.,0
"Anyway, thats why I love "" Brokeback Mountain.",1
"Harry Potter dragged Draco Malfoy É?? s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
Mission Impossible 3 looks AWESOME...,1
I loved Brokeback Mountain.,1
da vinci code is awesome.,1
The Da Vinci Code was absolutely AWESOME!,1
da vinci code was an awesome movie...,1
I hate Harry Potter.,0
My dad's being stupid about brokeback mountain...,0
"The Da Vinci Code was awesome, I can't wait to read it...",1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
My friend said Mission Impossible sucked -- big time...,0
"I keep gettting into little I want my Harry Potter fits and having to watch 4, Which I also can't wait till 5 in out in the movies.",1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
Brokeback Mountain is beautiful(,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"16 ?ú ?? Brokeback Hill-Form 2 because I love Brokeback Mountain -- the movie, not because I'm queer, of course I ain't..",1
da vinci code sucks...,0
This quiz sucks and Harry Potter sucks ok bye..,0
Brokeback Mountain was boring.,0
"We watched Brokeback Mountain, which was pretty horrible.",0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
I hate Harry Potter.,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
Brokeback Mountain was so awesome.,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
the last stand and Mission Impossible 3 both were awesome movies.,1
the last stand and Mission Impossible 3 both were awesome movies.,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
"Oh, and Brokeback Mountain was a terrible movie.",0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Love luv lubb the Da Vinci Code!,1
I love Harry Potter..,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
I'm not a big TC fan either but I like Mission Impossible.,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
I LOVED Mission Impossible 3..,1
Da Vinci Code sucks be...,0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
Brokeback mountain was beautiful...,1
I love Brokeback Mountain....,1
Da Vinci Code sucked..,0
The Da Vinci Code is awesome..,1
i loved the da vinci code.,1
Brokeback Mountain is one hell of a depressing movie.,0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
I love Harry Potter.,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
Brokeback Mountain was an AWESOME movie.,1
Brokeback Mountain was so awesome.,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I hate Harry Potter.,0
we're gonna like watch Mission Impossible or Hoot.(,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
I love Harry Potter..,1
the last stand and Mission Impossible 3 both were awesome movies.,1
I hate Harry Potter.,0
"I liked the first "" Mission Impossible.",1
"Is it just me, or does Harry Potter suck?...",0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
After that we decided to see Mission Impossible III which sucked a little bit.,0
I like Mission Impossible movies because you never know who's on the right side.,1
da vinci code sucks...,0
da vinci code sucks...,0
DA VINCI CODE IS AWESOME!!,1
brokeback mountain is awesome.,1
These Harry Potter movies really suck.,0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain is fucking horrible..,0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
"Harry Potter dragged Draco Malfoy É?? s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
mission impossible 2 rocks!!....,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
"Harry Potter & the Goblet of Fire: "" it is good it folows on from the other movies ""..",1
Ok brokeback mountain is such a horrible movie.,0
"by the way, the Da Vinci Code sucked, just letting you know...",0
Da Vinci Code sucks be...,0
The Da Vinci Code sucked big time.,0
The Da Vinci Code is awesome!!,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
That loves Harry Potter...,1
"Is it just me, or does Harry Potter suck?...",0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
man i loved brokeback mountain!,1
we're gonna like watch Mission Impossible or Hoot.(,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
i love the mission impossible movies!!,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
Da Vinci Code sucks.,0
"The Da Vinci Code's backtory on various religious historical figures and such were interesting at times, but I'm more of scifi girl at heart.",1
"Is it just me, or does Harry Potter suck?...",0
These Harry Potter movies really suck.,0
I could go on but let's just say that anyone who can say Harry Potter is evil is just wrong.,0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
da vinci code was an awesome movie...,1
The Da Vinci Code is awesome!!,1
Da Vinci Code sucked..,0
Brokeback mountain was beautiful...,1
MISSION IMPOSSIBLE 3 was AWEsome.,1
i heard da vinci code sucked soo much only 2.5 stars:,0
da vinci code was an awesome movie...,1
The Da Vinci Code sucked big time.,0
Brokeback Mountain was so awesome.,1
"i saw the da vinci code, which was awesome.",1
"Anyway, thats why I love "" Brokeback Mountain.",1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
the people who are worth it know how much i love the da vinci code.,1
da vinci code was an awesome movie...,1
over the hedge is sooo cute and then mission impossible is awesome.,1
I hate Harry Potter.,0
Love luv lubb the Da Vinci Code!,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
da vinci code was an awesome movie...,1
we're gonna like watch Mission Impossible or Hoot.(,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"Always knows what I want, not guy crazy, hates Harry Potter..",0
and i love brokeback mountain too...: ]..,1
"I liked the first "" Mission Impossible.",1
And I loved Harry Potter.,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
"The Da Vinci Code was awesome, I can't wait to read it...",1
I love Harry Potter.,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Da Vinci Code sucks be...,0
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"I, too, like Harry Potter..",1
Brokeback mountain was beautiful...,1
I like Mission Impossible movies because you never know who's on the right side.,1
Brokeback Mountain is fucking horrible..,0
i love being a sentry for mission impossible and a station for bonkers.,1
lol nd i heard da vinci code sucks..,0
But Brokeback Mountain is one of the most boring movies I have ever seen.,0
da vinci code was an awesome movie...,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
This quiz sucks and Harry Potter sucks ok bye..,0
And better..-We all know Da Vinci code is bogus and inaccurate.,0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
Love luv lubb the Da Vinci Code!,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Does it take for you to get really mad -- when people say Harry Potter sucks...,0
mission impossible 2 rocks!!....,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
And better..-We all know Da Vinci code is bogus and inaccurate.,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"Kinda like the things off Harry Potter that give you the kiss of death and suck out your soul, condeming you to walk around forever in an empty shell of a body...",0
My dad's being stupid about brokeback mountain...,0
Brokeback Mountain was an AWESOME movie.,1
the people who are worth it know how much i love the da vinci code.,1
DA VINCI CODE WAS AWESOME!!!!!..,1
I wanted desperately to love'The Da Vinci Code as a film.,1
I love Brokeback Mountain....,1
Brokeback mountain was beautiful...,1
i love being a sentry for mission impossible and a station for bonkers.,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
The Da Vinci Code sucked big time.,0
da vinci code sucks...,0
"Is it just me, or does Harry Potter suck?...",0
I hate Harry Potter.,0
These Harry Potter movies really suck.,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
I love Harry Potter!,1
Brokeback mountain sucks too...,0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"Watch it: 10 Things I Hate About You, The Patirot, A Knights Tale, The Four Feathers, Casanova, Lords of Dogtown, Monsters Ball, or Brokeback Mountain...",0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
dudeee i LOVED brokeback mountain!!!!,1
I hate Harry Potter.,0
but you know what i enjoy the MOST reading or watching anything Harry Potter related during the winter more specifically when the Christmas tree is up and it's snowing outside.,1
hey wait i love brokeback mountain!,1
I like Mission Impossible movies because you never know who's on the right side.,1
da vinci code was an awesome movie...,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
the Da Vinci Code sucks.,0
the last stand and Mission Impossible 3 both were awesome movies.,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
"Is it just me, or does Harry Potter suck?...",0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
mission impossible movies are so awesome...,1
Brokeback Mountain was an AWESOME movie.,1
"I, too, like Harry Potter..",1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
Mission Impossible was awesome.,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
the people who are worth it know how much i love the da vinci code.,1
i know it's kind of a delayed reaction but banning the da vinci code sucks beans big time.,0
Brokeback Mountain was so awesome.,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
The Da Vinci Code is awesome!!,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
Brokeback Mountain was an AWESOME movie.,1
"Oh, and Brokeback Mountain was a terrible movie.",0
I love Harry Potter..,1
I hated Mission Impossible..,0
"I liked the first "" Mission Impossible.",1
The Da Vinci Code was absolutely AWESOME!,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
My dad's being stupid about brokeback mountain...,0
"by the way, the Da Vinci Code sucked, just letting you know...",0
mission impossible 2 rocks!!....,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
"Is it just me, or does Harry Potter suck?...",0
"He opened his mouth to dictate his reply about having Harry Potter suck his cock, only to be cut off by his mirror speaking up.",0
I love Brokeback Mountain.,1
This quiz sucks and Harry Potter sucks ok bye..,0
I love Harry Potter..,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
I love the fallon / mission impossible dad left us convo...,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"by the way, the Da Vinci Code sucked, just letting you know...",0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
Brokeback Mountain sucked my balls!,0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
DA VINCI CODE IS AWESOME!!,1
Brokeback Mountain was so awesome.,1
The Da Vinci Code is awesome..,1
i heard da vinci code sucked soo much only 2.5 stars:,0
"I, too, like Harry Potter..",1
"I, too, like Harry Potter..",1
Love luv lubb the Da Vinci Code!,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
man i loved brokeback mountain!,1
the people who are worth it know how much i love the da vinci code.,1
"I liked the first "" Mission Impossible.",1
Brokeback Mountain was so awesome.,1
I love Harry Potter.,1
Brokeback Mountain was boring.,0
Brokeback Mountain was boring.,0
"I really love Brokeback Mountain, its a wonderful film!!!",1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
Brokeback mountain was the most horrible movie i've seen all year...,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I am the only person in the world who thought Brokeback Mountain sucked.(,0
"The Da Vinci Code was awesome, I can't wait to read it...",1
These Harry Potter movies really suck.,0
"I absolutely LOVE Harry Potter, as you can tell already.",1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
My dad's being stupid about brokeback mountain...,0
Brokeback Mountain was so awesome.,1
Da Vinci Code sucks be...,0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
I love Brokeback Mountain.,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
Brokeback Mountain was an AWESOME movie.,1
DA VINCI CODE IS AWESOME!!,1
I hate the Da Vinci Code.,0
The Da Vinci Code is an awesome book.,1
Brokeback Mountain sucks!!!.. < _ <.. > _ >...,0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
brokeback mountain is a beautiful story-i hope you get your hands on a copy.,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
the people who are worth it know how much i love the da vinci code.,1
Brokeback Mountain is fucking horrible..,0
Brokeback mountain was beautiful...,1
I wanted desperately to love'The Da Vinci Code as a film.,1
da vinci code sucks...,0
"I, too, like Harry Potter..",1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"I also hated Harry Potter, but not because of the normal religious standpoint, I just dont like it because I think it is absolutely horridly basic and cheap writing, and not worth my time...",0
Brokeback mountain was beautiful...,1
I wanted desperately to love'The Da Vinci Code as a film.,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
da vinci code sucks...,0
man i loved brokeback mountain!,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
Mission Impossible 3 was excellent.,1
The Da Vinci Code was absolutely AWESOME!,1
"I loathe Harry Potter, Lord of the Rings and anything else of that nature...",0
"So, who else hates BrokeBack Mountain?..",0
I hate Harry Potter.,0
"Harry Potter dragged Draco Malfoy É?? s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
we're gonna like watch Mission Impossible or Hoot.(,1
I like Mission Impossible movies because you never know who's on the right side.,1
stupid brokeback mountain.(,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
we're gonna like watch Mission Impossible or Hoot.(,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
The Da Vinci Code is awesome..,1
I love Harry Potter.,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
I love The Da Vinci Code...,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
Da Vinci Code sucks be...,0
I love Harry Potter.,1
The Gayness wasn't what made brokeback mountain suck.,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
Brokeback Mountain is a beautiful movie...,1
Mission Impossible 3 sucked...,0
Brokeback Mountain is fucking horrible..,0
we're gonna like watch Mission Impossible or Hoot.(,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
Brokeback mountain was beautiful...,1
Quick update:..-Haven't smoked in over a week..-Haven't consumed meat in over a week..-Da Vinci Code sucked..-Love the new place..-Broke.,0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
The Da Vinci Code is awesome!!,1
The Da Vinci Code is awesome..,1
da vinci code sucks...,0
"I love the Big empty series spec the second book, and I love Candy, and Harry Potter, and Requim for a Dream, and The Body of Christopher Creed...",1
I wanted desperately to love'The Da Vinci Code as a film.,1
The Da Vinci Code sucked big time.,0
dudeee i LOVED brokeback mountain!!!!,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
The Da Vinci Code is awesome..,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
This quiz sucks and Harry Potter sucks ok bye..,0
It amazes me that people are so afraid of what Harry Potter is going to do to their children.,0
This quiz sucks and Harry Potter sucks ok bye..,0
"Is it just me, or does Harry Potter suck?...",0
My dad's being stupid about brokeback mountain...,0
besides that stupid Brokeback Mountain crap)..,0
DA VINCI CODE IS AWESOME!!,1
"Marcia Gaither, who teaches classes in Wiccanism, says the controversy about Harry Potter is absurd.",0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
Well I did enjoy Bridget Jones and I loved the Da Vinci Code so this idea appeals to me and it takes Chick Lit into one of the few arenas that the genre has yet to explore...,1
These Harry Potter movies really suck.,0
His new track for Mission Impossible 3 is probably the dumbest thing I've ever heard.,0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
mission impossible 2 rocks!!....,1
mission impossible 2 rocks!!....,1
"Harry Potter dragged Draco Malfoy É?? s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
I love Brokeback Mountain....,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"Harry Potter dragged Draco Malfoy É?? s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
I love Harry Potter..,1
"X3-good, Nacho Libre-sucked, Da Vinci Code-sucked, Cars-good, Over the Hedge-good, T hank You For Smoking-had its moments...)",0
"Harry Potter dragged Draco Malfoy É?? s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
DA VINCI CODE IS AWESOME!!,1
the people who are worth it know how much i love the da vinci code.,1
Brokeback Mountain was so awesome.,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
Brokeback Mountain was stupid...,0
I love Harry Potter.,1
"I liked the first "" Mission Impossible.",1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
The Da Vinci Code is awesome..,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
My dad's being stupid about brokeback mountain...,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
mission impossible 2 rocks!!....,1
"Harry Potter dragged Draco Malfoy É?? s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
So Brokeback Mountain was really depressing.,0
Brokeback mountain was beautiful...,1
Love luv lubb the Da Vinci Code!,1
dudeee i LOVED brokeback mountain!!!!,1
The Da Vinci Code is awesome!!,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
